O*NET-SOC Code,Element Name,Data Value
11-3051.03,Multilimb Coordination,2.12
11-3051.03,Response Orientation,1.5
11-3051.03,Rate Control,2.38
11-3051.03,Reaction Time,2.38
11-3051.03,Wrist-Finger Speed,2.5
11-3051.03,Speed of Limb Movement,1.12
11-3051.03,Static Strength,2
11-3051.03,Explosive Strength,1.5
11-3051.03,Dynamic Strength,1.62
11-3051.03,Trunk Strength,2.38
11-3051.03,Stamina,2
11-3051.03,Extent Flexibility,1.88
11-3051.03,Dynamic Flexibility,1
11-3051.03,Gross Body Coordination,1.75
11-3051.03,Gross Body Equilibrium,1.88
11-3051.03,Near Vision,3.5
11-3051.03,Far Vision,3.12
11-3051.03,Visual Color Discrimination,3
11-3051.03,Night Vision,1
11-3051.03,Peripheral Vision,1
11-3051.03,Depth Perception,2.12
11-3051.03,Glare Sensitivity,1.62
11-3051.03,Hearing Sensitivity,2.62
11-3051.03,Auditory Attention,2.75
11-3051.03,Sound Localization,1
11-3051.03,Speech Recognition,3.62
11-3051.03,Speech Clarity,3.88
11-3051.04,Oral Comprehension,4.12
11-3051.04,Written Comprehension,3.88
11-3051.04,Oral Expression,3.88
11-3051.04,Written Expression,3.5
11-3051.04,Fluency of Ideas,3.12
11-3051.04,Originality,2.62
11-3051.04,Problem Sensitivity,4
11-3051.04,Deductive Reasoning,3.88
11-3051.04,Inductive Reasoning,3.62
11-3051.04,Information Ordering,3.62
11-3051.04,Category Flexibility,3.25
11-3051.04,Mathematical Reasoning,3
11-3051.04,Number Facility,2.88
11-3051.04,Memorization,2.75
11-3051.04,Speed of Closure,2.75
11-3051.04,Flexibility of Closure,3.12
11-3051.04,Perceptual Speed,3.25
11-3051.04,Spatial Orientation,1.25
11-3051.04,Visualization,2.75
11-3051.04,Selective Attention,3
11-3051.04,Time Sharing,2.5
11-3051.04,Arm-Hand Steadiness,2.62
11-3051.04,Manual Dexterity,2.38
11-3051.04,Finger Dexterity,2.62
11-3051.04,Control Precision,2.38
11-3051.04,Multilimb Coordination,2.25
11-3051.04,Response Orientation,1.5
11-3051.04,Rate Control,2.12
11-3051.04,Reaction Time,2.5
11-3051.04,Wrist-Finger Speed,1.12
11-3051.04,Speed of Limb Movement,1.12
11-3051.04,Static Strength,2
11-3051.04,Explosive Strength,1.12
11-3051.04,Dynamic Strength,1.88
11-3051.04,Trunk Strength,2.38
11-3051.04,Stamina,2
11-3051.04,Extent Flexibility,2
11-3051.04,Dynamic Flexibility,1.12
11-3051.04,Gross Body Coordination,2
11-3051.04,Gross Body Equilibrium,2
11-3051.04,Near Vision,3.62
11-3051.04,Far Vision,3.38
11-3051.04,Visual Color Discrimination,2.5
11-3051.04,Night Vision,1
11-3051.04,Peripheral Vision,1.12
11-3051.04,Depth Perception,2.5
11-3051.04,Glare Sensitivity,1.62
11-3051.04,Hearing Sensitivity,2.5
11-3051.04,Auditory Attention,2.62
11-3051.04,Sound Localization,1.25
11-3051.04,Speech Recognition,3.75
11-3051.04,Speech Clarity,3.62
11-3051.06,Oral Comprehension,4.12
11-3051.06,Written Comprehension,4.12
11-3051.06,Oral Expression,4.12
11-3051.06,Written Expression,3.62
11-3051.06,Fluency of Ideas,3.38
11-3051.06,Originality,3.12
11-3051.06,Problem Sensitivity,3.88
11-3051.06,Deductive Reasoning,3.88
11-3051.06,Inductive Reasoning,3.75
11-3051.06,Information Ordering,3.5
11-3051.06,Category Flexibility,3.25
11-3051.06,Mathematical Reasoning,3.25
11-3051.06,Number Facility,3.25
11-3051.06,Memorization,2.62
11-3051.06,Speed of Closure,2.88
11-3051.06,Flexibility of Closure,3.25
11-3051.06,Perceptual Speed,3.62
11-3051.06,Spatial Orientation,2.38
11-3051.06,Visualization,3.25
11-3051.06,Selective Attention,3.25
11-3051.06,Time Sharing,3.12
11-3051.06,Arm-Hand Steadiness,2.5
11-3051.06,Manual Dexterity,2.25
11-3051.06,Finger Dexterity,2.38
11-3051.06,Control Precision,2.5
11-3051.06,Multilimb Coordination,2.12
11-3051.06,Response Orientation,2.12
11-3051.06,Rate Control,2.12
11-3051.06,Reaction Time,2.5
11-3051.06,Wrist-Finger Speed,2.5
11-3051.06,Speed of Limb Movement,1
11-3051.06,Static Strength,1
11-3051.06,Explosive Strength,1
11-3051.06,Dynamic Strength,1.62
11-3051.06,Trunk Strength,2.25
11-3051.06,Stamina,1.25
11-3051.06,Extent Flexibility,2
11-3051.06,Dynamic Flexibility,1
11-3051.06,Gross Body Coordination,1
11-3051.06,Gross Body Equilibrium,1.75
11-3051.06,Near Vision,3.5
11-3051.06,Far Vision,2.88
11-3051.06,Visual Color Discrimination,3.12
11-3051.06,Night Vision,1.88
11-3051.06,Peripheral Vision,1.75
11-3051.06,Depth Perception,2.25
11-3051.06,Glare Sensitivity,2
11-3051.06,Hearing Sensitivity,2.62
11-3051.06,Auditory Attention,2.88
11-3051.06,Sound Localization,1.88
11-3051.06,Speech Recognition,3.62
11-3051.06,Speech Clarity,3.62
11-3061.00,Oral Comprehension,4
11-3061.00,Written Comprehension,3.88
11-3061.00,Oral Expression,3.88
11-3061.00,Written Expression,3.75
11-3061.00,Fluency of Ideas,4
11-3061.00,Originality,3.75
11-3061.00,Problem Sensitivity,3.75
11-3061.00,Deductive Reasoning,3.75
11-3061.00,Inductive Reasoning,3.38
11-3061.00,Information Ordering,3.5
11-3061.00,Category Flexibility,3.25
11-3061.00,Mathematical Reasoning,3.25
11-3061.00,Number Facility,3.12
11-3061.00,Memorization,2.5
11-3061.00,Speed of Closure,2.62
11-3061.00,Flexibility of Closure,2.75
11-3061.00,Perceptual Speed,2.62
11-3061.00,Spatial Orientation,1
11-3061.00,Visualization,2.5
11-3061.00,Selective Attention,3
11-3061.00,Time Sharing,2.62
11-3061.00,Arm-Hand Steadiness,1
11-3061.00,Manual Dexterity,1
11-3061.00,Finger Dexterity,1.5
11-3061.00,Control Precision,1
11-3061.00,Multilimb Coordination,1
11-3061.00,Response Orientation,1
11-3061.00,Rate Control,1
11-3061.00,Reaction Time,1
11-3061.00,Wrist-Finger Speed,1.12
11-3061.00,Speed of Limb Movement,1
11-3061.00,Static Strength,1
11-3061.00,Explosive Strength,1
11-3061.00,Dynamic Strength,1
11-3061.00,Trunk Strength,1.5
11-3061.00,Stamina,1
11-3061.00,Extent Flexibility,1
11-3061.00,Dynamic Flexibility,1
11-3061.00,Gross Body Coordination,1
11-3061.00,Gross Body Equilibrium,1
11-3061.00,Near Vision,3.12
11-3061.00,Far Vision,2.62
11-3061.00,Visual Color Discrimination,2.12
11-3061.00,Night Vision,1
11-3061.00,Peripheral Vision,1
11-3061.00,Depth Perception,1.75
11-3061.00,Glare Sensitivity,1
11-3061.00,Hearing Sensitivity,2
11-3061.00,Auditory Attention,2.38
11-3061.00,Sound Localization,1
11-3061.00,Speech Recognition,3.75
11-3061.00,Speech Clarity,3.75
11-3071.01,Oral Comprehension,4
11-3071.01,Written Comprehension,4
11-3071.01,Oral Expression,4
11-3071.01,Written Expression,4
11-3071.01,Fluency of Ideas,3.38
11-3071.01,Originality,3.25
11-3071.01,Problem Sensitivity,4
11-3071.01,Deductive Reasoning,4
11-3071.01,Inductive Reasoning,3.88
11-3071.01,Information Ordering,3.5
11-3071.01,Category Flexibility,3.25
11-3071.01,Mathematical Reasoning,3
11-3071.01,Number Facility,3.12
11-3071.01,Memorization,2.25
11-3071.01,Speed of Closure,2.5
11-3071.01,Flexibility of Closure,3
11-3071.01,Perceptual Speed,2.75
11-3071.01,Spatial Orientation,1.38
11-3071.01,Visualization,2.38
11-3071.01,Selective Attention,2.88
11-3071.01,Time Sharing,2.88
11-3071.01,Arm-Hand Steadiness,1.5
11-3071.01,Manual Dexterity,1.62
11-3071.01,Finger Dexterity,2
11-3071.01,Control Precision,1.88
11-3071.01,Multilimb Coordination,1.75
11-3071.01,Response Orientation,1
11-3071.01,Rate Control,1
11-3071.01,Reaction Time,1
11-3071.01,Wrist-Finger Speed,1
11-3071.01,Speed of Limb Movement,1
11-3071.01,Static Strength,1
11-3071.01,Explosive Strength,1
11-3071.01,Dynamic Strength,1
11-3071.01,Trunk Strength,1
11-3071.01,Stamina,1
11-3071.01,Extent Flexibility,1
11-3071.01,Dynamic Flexibility,1
11-3071.01,Gross Body Coordination,1
11-3071.01,Gross Body Equilibrium,1
11-3071.01,Near Vision,3.62
11-3071.01,Far Vision,2.88
11-3071.01,Visual Color Discrimination,1.88
11-3071.01,Night Vision,1
11-3071.01,Peripheral Vision,1
11-3071.01,Depth Perception,2
11-3071.01,Glare Sensitivity,1
11-3071.01,Hearing Sensitivity,1.88
11-3071.01,Auditory Attention,2
11-3071.01,Sound Localization,1
11-3071.01,Speech Recognition,3.88
11-3071.01,Speech Clarity,3.88
11-3071.02,Oral Comprehension,3.88
11-3071.02,Written Comprehension,4
11-3071.02,Oral Expression,3.88
11-3071.02,Written Expression,3.75
11-3071.02,Fluency of Ideas,3.25
11-3071.02,Originality,3.12
11-3071.02,Problem Sensitivity,3.88
11-3071.02,Deductive Reasoning,3.25
11-3071.02,Inductive Reasoning,3.25
11-3071.02,Information Ordering,3.5
11-3071.02,Category Flexibility,3
11-3071.02,Mathematical Reasoning,3
11-3071.02,Number Facility,2.88
11-3071.02,Memorization,2.5
11-3071.02,Speed of Closure,2.25
11-3071.02,Flexibility of Closure,2.75
11-3071.02,Perceptual Speed,2.88
11-3071.02,Spatial Orientation,2
11-3071.02,Visualization,2.5
11-3071.02,Selective Attention,3
11-3071.02,Time Sharing,2.25
11-3071.02,Arm-Hand Steadiness,2.25
11-3071.02,Manual Dexterity,2.12
11-3071.02,Finger Dexterity,2.12
11-3071.02,Control Precision,2.12
11-3071.02,Multilimb Coordination,2.25
11-3071.02,Response Orientation,2
11-3071.02,Rate Control,2.12
11-3071.02,Reaction Time,2.12
11-3071.02,Wrist-Finger Speed,1.5
11-3071.02,Speed of Limb Movement,1.5
11-3071.02,Static Strength,2
11-3071.02,Explosive Strength,1.5
11-3071.02,Dynamic Strength,2
11-3071.02,Trunk Strength,2.38
11-3071.02,Stamina,2
11-3071.02,Extent Flexibility,2
11-3071.02,Dynamic Flexibility,1
11-3071.02,Gross Body Coordination,2
11-3071.02,Gross Body Equilibrium,2
11-3071.02,Near Vision,3.38
11-3071.02,Far Vision,2.5
11-3071.02,Visual Color Discrimination,2.12
11-3071.02,Night Vision,1.88
11-3071.02,Peripheral Vision,1.88
11-3071.02,Depth Perception,2
11-3071.02,Glare Sensitivity,1.88
11-3071.02,Hearing Sensitivity,2
11-3071.02,Auditory Attention,2.12
11-3071.02,Sound Localization,2
11-3071.02,Speech Recognition,3.75
11-3071.02,Speech Clarity,3.62
11-3071.03,Oral Comprehension,4
11-3071.03,Written Comprehension,3.88
11-3071.03,Oral Expression,4
11-3071.03,Written Expression,3.88
11-3071.03,Fluency of Ideas,3.25
11-3071.03,Originality,3.12
11-3071.03,Problem Sensitivity,3.88
11-3071.03,Deductive Reasoning,3.88
11-3071.03,Inductive Reasoning,3.75
11-3071.03,Information Ordering,3.5
11-3071.03,Category Flexibility,3.38
11-3071.03,Mathematical Reasoning,3.25
11-3071.03,Number Facility,3
11-3071.03,Memorization,2.62
11-3071.03,Speed of Closure,2.62
11-3071.03,Flexibility of Closure,2.88
11-3071.03,Perceptual Speed,2.5
11-3071.03,Spatial Orientation,1.38
11-3071.03,Visualization,2.75
11-3071.03,Selective Attention,2.75
11-3071.03,Time Sharing,2.5
11-3071.03,Arm-Hand Steadiness,1.62
11-3071.03,Manual Dexterity,1.62
11-3071.03,Finger Dexterity,2
11-3071.03,Control Precision,1.5
11-3071.03,Multilimb Coordination,1
11-3071.03,Response Orientation,1
11-3071.03,Rate Control,1.12
11-3071.03,Reaction Time,1
11-3071.03,Wrist-Finger Speed,1.25
11-3071.03,Speed of Limb Movement,1
11-3071.03,Static Strength,1
11-3071.03,Explosive Strength,1
11-3071.03,Dynamic Strength,1.38
11-3071.03,Trunk Strength,1.75
11-3071.03,Stamina,1.12
11-3071.03,Extent Flexibility,1
11-3071.03,Dynamic Flexibility,1
11-3071.03,Gross Body Coordination,1
11-3071.03,Gross Body Equilibrium,1
11-3071.03,Near Vision,3.38
11-3071.03,Far Vision,2.75
11-3071.03,Visual Color Discrimination,2
11-3071.03,Night Vision,1
11-3071.03,Peripheral Vision,1
11-3071.03,Depth Perception,1.88
11-3071.03,Glare Sensitivity,1
11-3071.03,Hearing Sensitivity,1.88
11-3071.03,Auditory Attention,2.12
11-3071.03,Sound Localization,1
11-3071.03,Speech Recognition,3.62
11-3071.03,Speech Clarity,3.62
11-3111.00,Oral Comprehension,4
11-3111.00,Written Comprehension,4
11-3111.00,Oral Expression,4
11-3111.00,Written Expression,4
11-3111.00,Fluency of Ideas,3
11-3111.00,Originality,3.12
11-3111.00,Problem Sensitivity,3.62
11-3111.00,Deductive Reasoning,3.38
11-3111.00,Inductive Reasoning,3.25
11-3111.00,Information Ordering,3
11-3111.00,Category Flexibility,3
11-3111.00,Mathematical Reasoning,3
11-3111.00,Number Facility,3
11-3111.00,Memorization,2.12
11-3111.00,Speed of Closure,2.25
11-3111.00,Flexibility of Closure,2.5
11-3111.00,Perceptual Speed,2.38
11-3111.00,Spatial Orientation,1
11-3111.00,Visualization,2
11-3111.00,Selective Attention,2.75
11-3111.00,Time Sharing,2.12
11-3111.00,Arm-Hand Steadiness,1.38
11-3111.00,Manual Dexterity,1.38
11-3111.00,Finger Dexterity,1.88
11-3111.00,Control Precision,1.38
11-3111.00,Multilimb Coordination,1
11-3111.00,Response Orientation,1
11-3111.00,Rate Control,1
11-3111.00,Reaction Time,1
11-3111.00,Wrist-Finger Speed,1.12
11-3111.00,Speed of Limb Movement,1
11-3111.00,Static Strength,1
11-3111.00,Explosive Strength,1
11-3111.00,Dynamic Strength,1.38
11-3111.00,Trunk Strength,1.5
11-3111.00,Stamina,1
11-3111.00,Extent Flexibility,1
11-3111.00,Dynamic Flexibility,1
11-3111.00,Gross Body Coordination,1
11-3111.00,Gross Body Equilibrium,1
11-3111.00,Near Vision,3.12
11-3111.00,Far Vision,2.12
11-3111.00,Visual Color Discrimination,1.88
11-3111.00,Night Vision,1
11-3111.00,Peripheral Vision,1
11-3111.00,Depth Perception,1
11-3111.00,Glare Sensitivity,1
11-3111.00,Hearing Sensitivity,1.88
11-3111.00,Auditory Attention,2
11-3111.00,Sound Localization,1
11-3111.00,Speech Recognition,3.75
11-3111.00,Speech Clarity,3.75
11-3121.00,Oral Comprehension,4.25
11-3121.00,Written Comprehension,4.12
11-3121.00,Oral Expression,4.25
11-3121.00,Written Expression,4
11-3121.00,Fluency of Ideas,3.5
11-3121.00,Originality,3.38
11-3121.00,Problem Sensitivity,3.88
11-3121.00,Deductive Reasoning,4
11-3121.00,Inductive Reasoning,3.88
11-3121.00,Information Ordering,3.38
11-3121.00,Category Flexibility,3.38
11-3121.00,Mathematical Reasoning,3
11-3121.00,Number Facility,3
11-3121.00,Memorization,2.88
11-3121.00,Speed of Closure,3
11-3121.00,Flexibility of Closure,2.75
11-3121.00,Perceptual Speed,2.62
11-3121.00,Spatial Orientation,1
11-3121.00,Visualization,2.38
11-3121.00,Selective Attention,3.12
11-3121.00,Time Sharing,2.62
11-3121.00,Arm-Hand Steadiness,1.5
11-3121.00,Manual Dexterity,1.38
11-3121.00,Finger Dexterity,2
11-3121.00,Control Precision,1.25
11-3121.00,Multilimb Coordination,1
11-3121.00,Response Orientation,1
11-3121.00,Rate Control,1
11-3121.00,Reaction Time,1
11-3121.00,Wrist-Finger Speed,1.75
11-3121.00,Speed of Limb Movement,1
11-3121.00,Static Strength,1
11-3121.00,Explosive Strength,1
11-3121.00,Dynamic Strength,1.38
11-3121.00,Trunk Strength,1.62
11-3121.00,Stamina,1
11-3121.00,Extent Flexibility,1
11-3121.00,Dynamic Flexibility,1
11-3121.00,Gross Body Coordination,1
11-3121.00,Gross Body Equilibrium,1
11-3121.00,Near Vision,3.75
11-3121.00,Far Vision,2.75
11-3121.00,Visual Color Discrimination,1.75
11-3121.00,Night Vision,1
11-3121.00,Peripheral Vision,1
11-3121.00,Depth Perception,1.75
11-3121.00,Glare Sensitivity,1.12
11-3121.00,Hearing Sensitivity,1.75
11-3121.00,Auditory Attention,2
11-3121.00,Sound Localization,1
11-3121.00,Speech Recognition,4
11-3121.00,Speech Clarity,4
11-3131.00,Oral Comprehension,4
11-3131.00,Written Comprehension,4
11-3131.00,Oral Expression,4.12
11-3131.00,Written Expression,4
11-3131.00,Fluency of Ideas,4
11-3131.00,Originality,3.88
11-3131.00,Problem Sensitivity,3.88
11-3131.00,Deductive Reasoning,4
11-3131.00,Inductive Reasoning,3.88
11-3131.00,Information Ordering,3.75
11-3131.00,Category Flexibility,3.38
11-3131.00,Mathematical Reasoning,2.88
11-3131.00,Number Facility,2.88
11-3131.00,Memorization,2.88
11-3131.00,Speed of Closure,2.88
11-3131.00,Flexibility of Closure,2.75
11-3131.00,Perceptual Speed,2.5
11-3131.00,Spatial Orientation,1
11-3131.00,Visualization,2.75
11-3131.00,Selective Attention,2.88
11-3131.00,Time Sharing,2.5
11-3131.00,Arm-Hand Steadiness,1.75
11-3131.00,Manual Dexterity,1.62
11-3131.00,Finger Dexterity,2.25
11-3131.00,Control Precision,1.75
11-3131.00,Multilimb Coordination,1
11-3131.00,Response Orientation,1
11-3131.00,Rate Control,1
11-3131.00,Reaction Time,1
11-3131.00,Wrist-Finger Speed,1.12
11-3131.00,Speed of Limb Movement,1
11-3131.00,Static Strength,1
11-3131.00,Explosive Strength,1
11-3131.00,Dynamic Strength,1
11-3131.00,Trunk Strength,1.62
11-3131.00,Stamina,1
11-3131.00,Extent Flexibility,1
11-3131.00,Dynamic Flexibility,1
11-3131.00,Gross Body Coordination,1
11-3131.00,Gross Body Equilibrium,1
11-3131.00,Near Vision,3.5
11-3131.00,Far Vision,3
11-3131.00,Visual Color Discrimination,2.38
11-3131.00,Night Vision,1
11-3131.00,Peripheral Vision,1
11-3131.00,Depth Perception,1.62
11-3131.00,Glare Sensitivity,1
11-3131.00,Hearing Sensitivity,1.75
11-3131.00,Auditory Attention,2.12
11-3131.00,Sound Localization,1
11-3131.00,Speech Recognition,3.88
11-3131.00,Speech Clarity,4
11-9013.01,Oral Comprehension,4.25
11-9013.01,Written Comprehension,3.63
11-9013.01,Oral Expression,4.25
11-9013.01,Written Expression,3.75
11-9013.01,Fluency of Ideas,3.13
11-9013.01,Originality,3.25
11-9013.01,Problem Sensitivity,3.88
11-9013.01,Deductive Reasoning,3.63
11-9013.01,Inductive Reasoning,3.63
11-9013.01,Information Ordering,3.63
11-9013.01,Category Flexibility,3.75
11-9013.01,Mathematical Reasoning,2.13
11-9013.01,Number Facility,2.88
11-9013.01,Memorization,2.38
11-9013.01,Speed of Closure,2.38
11-9013.01,Flexibility of Closure,3.13
11-9013.01,Perceptual Speed,2.75
11-9013.01,Spatial Orientation,1.75
11-9013.01,Visualization,2.88
11-9013.01,Selective Attention,3
11-9013.01,Time Sharing,2.88
11-9013.01,Arm-Hand Steadiness,3
11-9013.01,Manual Dexterity,2.88
11-9013.01,Finger Dexterity,3
11-9013.01,Control Precision,2.88
11-9013.01,Multilimb Coordination,2.88
11-9013.01,Response Orientation,1.88
11-9013.01,Rate Control,1.63
11-9013.01,Reaction Time,1.63
11-9013.01,Wrist-Finger Speed,1.63
11-9013.01,Speed of Limb Movement,1.63
11-9013.01,Static Strength,2.38
11-9013.01,Explosive Strength,1
11-9013.01,Dynamic Strength,1.75
11-9013.01,Trunk Strength,2.88
11-9013.01,Stamina,2.25
11-9013.01,Extent Flexibility,2.38
11-9013.01,Dynamic Flexibility,1
11-9013.01,Gross Body Coordination,1.88
11-9013.01,Gross Body Equilibrium,1.75
11-9013.01,Near Vision,3.63
11-9013.01,Far Vision,2.75
11-9013.01,Visual Color Discrimination,3
11-9013.01,Night Vision,1.63
11-9013.01,Peripheral Vision,1.75
11-9013.01,Depth Perception,2.5
11-9013.01,Glare Sensitivity,1.63
11-9013.01,Hearing Sensitivity,2.5
11-9013.01,Auditory Attention,2.5
11-9013.01,Sound Localization,1.5
11-9013.01,Speech Recognition,3.5
11-9013.01,Speech Clarity,3.63
11-9013.02,Oral Comprehension,3.75
11-9013.02,Written Comprehension,3.25
11-9013.02,Oral Expression,3.75
11-9013.02,Written Expression,3.25
11-9013.02,Fluency of Ideas,2.88
11-9013.02,Originality,2.75
11-9013.02,Problem Sensitivity,4
11-9013.02,Deductive Reasoning,4
11-9013.02,Inductive Reasoning,3.88
11-9013.02,Information Ordering,3.38
11-9013.02,Category Flexibility,3.12
11-9013.02,Mathematical Reasoning,3.12
11-9013.02,Number Facility,3.12
11-9013.02,Memorization,2.25
11-9013.02,Speed of Closure,2.38
11-9013.02,Flexibility of Closure,2.88
11-9013.02,Perceptual Speed,2.5
11-9013.02,Spatial Orientation,2.25
11-9013.02,Visualization,2.88
11-9013.02,Selective Attention,3
11-9013.02,Time Sharing,2.75
11-9013.02,Arm-Hand Steadiness,2.62
11-9013.02,Manual Dexterity,2.75
11-9013.02,Finger Dexterity,2.62
11-9013.02,Control Precision,3.12
11-9013.02,Multilimb Coordination,3.25
11-9013.02,Response Orientation,2.5
11-9013.02,Rate Control,2.5
