O*NET-SOC Code,Element Name,Data Value
11-3131.00,Biology,1.22
11-3131.00,Psychology,3.44
11-3131.00,Sociology and Anthropology,2.96
11-3131.00,Geography,1.52
11-3131.00,Medicine and Dentistry,1.33
11-3131.00,Therapy and Counseling,1.93
11-3131.00,Education and Training,4.85
11-3131.00,English Language,4.33
11-3131.00,Foreign Language,1.52
11-3131.00,Fine Arts,1.26
11-3131.00,History and Archeology,1.22
11-3131.00,Philosophy and Theology,1.85
11-3131.00,Public Safety and Security,2.3
11-3131.00,Law and Government,2.44
11-3131.00,Telecommunications,1.96
11-3131.00,Communications and Media,3.37
11-3131.00,Transportation,1.56
11-9013.01,Administration and Management,4.39
11-9013.01,Clerical,2.84
11-9013.01,Economics and Accounting,3.32
11-9013.01,Sales and Marketing,3.92
11-9013.01,Customer and Personal Service,3.82
11-9013.01,Personnel and Human Resources,4.1
11-9013.01,Production and Processing,4.17
11-9013.01,Food Production,2.16
11-9013.01,Computers and Electronics,1.82
11-9013.01,Engineering and Technology,2.69
11-9013.01,Design,2.98
11-9013.01,Building and Construction,2.46
11-9013.01,Mechanical,3.08
11-9013.01,Mathematics,3.43
11-9013.01,Physics,1.85
11-9013.01,Chemistry,3.35
11-9013.01,Biology,3.92
11-9013.01,Psychology,2.89
11-9013.01,Sociology and Anthropology,1.89
11-9013.01,Geography,2.41
11-9013.01,Medicine and Dentistry,1.26
11-9013.01,Therapy and Counseling,1.39
11-9013.01,Education and Training,3.16
11-9013.01,English Language,3.11
11-9013.01,Foreign Language,2.24
11-9013.01,Fine Arts,1.11
11-9013.01,History and Archeology,1.68
11-9013.01,Philosophy and Theology,2.48
11-9013.01,Public Safety and Security,2.91
11-9013.01,Law and Government,2.88
11-9013.01,Telecommunications,1.35
11-9013.01,Communications and Media,2.14
11-9013.01,Transportation,3.23
11-9013.02,Administration and Management,4.19
11-9013.02,Clerical,2.75
11-9013.02,Economics and Accounting,3.77
11-9013.02,Sales and Marketing,3.19
11-9013.02,Customer and Personal Service,2.5
11-9013.02,Personnel and Human Resources,2.96
11-9013.02,Production and Processing,3.87
11-9013.02,Food Production,4.54
11-9013.02,Computers and Electronics,2.8
11-9013.02,Engineering and Technology,3.11
11-9013.02,Design,2.52
11-9013.02,Building and Construction,2.91
11-9013.02,Mechanical,3.48
11-9013.02,Mathematics,4.02
11-9013.02,Physics,2.38
11-9013.02,Chemistry,3.1
11-9013.02,Biology,3.43
11-9013.02,Psychology,2.04
11-9013.02,Sociology and Anthropology,1.55
11-9013.02,Geography,2.39
11-9013.02,Medicine and Dentistry,2.02
11-9013.02,Therapy and Counseling,1.54
11-9013.02,Education and Training,3.59
11-9013.02,English Language,3.41
11-9013.02,Foreign Language,1.22
11-9013.02,Fine Arts,1.02
11-9013.02,History and Archeology,1.09
11-9013.02,Philosophy and Theology,1.48
11-9013.02,Public Safety and Security,3.06
11-9013.02,Law and Government,2.87
11-9013.02,Telecommunications,2.01
11-9013.02,Communications and Media,1.93
11-9013.02,Transportation,3.07
11-9013.03,Administration and Management,3.8
11-9013.03,Clerical,2.53
11-9013.03,Economics and Accounting,2.79
11-9013.03,Sales and Marketing,2.75
11-9013.03,Customer and Personal Service,3.35
11-9013.03,Personnel and Human Resources,3.1
11-9013.03,Production and Processing,3.65
11-9013.03,Food Production,3.4
11-9013.03,Computers and Electronics,3.05
11-9013.03,Engineering and Technology,2.9
11-9013.03,Design,2.5
11-9013.03,Building and Construction,3
11-9013.03,Mechanical,3.2
11-9013.03,Mathematics,3.45
11-9013.03,Physics,2.35
11-9013.03,Chemistry,2.85
11-9013.03,Biology,4.1
11-9013.03,Psychology,2.5
11-9013.03,Sociology and Anthropology,2.05
11-9013.03,Geography,2.3
11-9013.03,Medicine and Dentistry,1.6
11-9013.03,Therapy and Counseling,1.8
11-9013.03,Education and Training,2.9
11-9013.03,English Language,3.65
11-9013.03,Foreign Language,1.65
11-9013.03,Fine Arts,1.2
11-9013.03,History and Archeology,1.6
11-9013.03,Philosophy and Theology,1.35
11-9013.03,Public Safety and Security,2.6
11-9013.03,Law and Government,2.85
11-9013.03,Telecommunications,2.25
11-9013.03,Communications and Media,2.4
11-9013.03,Transportation,2.6
11-9021.00,Administration and Management,4.04
11-9021.00,Clerical,3
11-9021.00,Economics and Accounting,3
11-9021.00,Sales and Marketing,2.64
11-9021.00,Customer and Personal Service,3.56
11-9021.00,Personnel and Human Resources,2.76
11-9021.00,Production and Processing,2.76
11-9021.00,Food Production,1.04
11-9021.00,Computers and Electronics,3.12
11-9021.00,Engineering and Technology,4.04
11-9021.00,Design,3.84
11-9021.00,Building and Construction,4.8
11-9021.00,Mechanical,3.42
11-9021.00,Mathematics,3.84
11-9021.00,Physics,2.52
11-9021.00,Chemistry,2.08
11-9021.00,Biology,1.64
11-9021.00,Psychology,2.28
11-9021.00,Sociology and Anthropology,1.44
11-9021.00,Geography,2.04
11-9021.00,Medicine and Dentistry,1.24
11-9021.00,Therapy and Counseling,1.48
11-9021.00,Education and Training,2.8
11-9021.00,English Language,4.2
11-9021.00,Foreign Language,1.36
11-9021.00,Fine Arts,1.16
11-9021.00,History and Archeology,1.36
11-9021.00,Philosophy and Theology,1.24
11-9021.00,Public Safety and Security,3.44
11-9021.00,Law and Government,2.92
11-9021.00,Telecommunications,2.52
11-9021.00,Communications and Media,2.46
11-9021.00,Transportation,2.44
11-9031.00,Administration and Management,4.09
11-9031.00,Clerical,3.48
11-9031.00,Economics and Accounting,3.14
11-9031.00,Sales and Marketing,3.5
11-9031.00,Customer and Personal Service,4.48
11-9031.00,Personnel and Human Resources,3.53
11-9031.00,Production and Processing,2.7
11-9031.00,Food Production,2.86
11-9031.00,Computers and Electronics,3.01
11-9031.00,Engineering and Technology,2.35
11-9031.00,Design,2.19
11-9031.00,Building and Construction,1.9
11-9031.00,Mechanical,1.81
11-9031.00,Mathematics,3.25
11-9031.00,Physics,1.72
11-9031.00,Chemistry,1.71
11-9031.00,Biology,1.99
11-9031.00,Psychology,3.55
11-9031.00,Sociology and Anthropology,2.76
11-9031.00,Geography,2.57
11-9031.00,Medicine and Dentistry,2.49
11-9031.00,Therapy and Counseling,2.35
11-9031.00,Education and Training,4.28
11-9031.00,English Language,3.89
11-9031.00,Foreign Language,2.06
11-9031.00,Fine Arts,2.18
11-9031.00,History and Archeology,1.97
11-9031.00,Philosophy and Theology,2.2
11-9031.00,Public Safety and Security,3.55
11-9031.00,Law and Government,2.33
11-9031.00,Telecommunications,1.84
11-9031.00,Communications and Media,2.77
11-9031.00,Transportation,2.38
11-9032.00,Administration and Management,4.52
11-9032.00,Clerical,2.8
11-9032.00,Economics and Accounting,2.74
11-9032.00,Sales and Marketing,2.46
11-9032.00,Customer and Personal Service,4.19
11-9032.00,Personnel and Human Resources,4.22
11-9032.00,Production and Processing,1.72
11-9032.00,Food Production,1.18
11-9032.00,Computers and Electronics,2.95
11-9032.00,Engineering and Technology,1.78
11-9032.00,Design,2.14
11-9032.00,Building and Construction,2.18
11-9032.00,Mechanical,1.79
11-9032.00,Mathematics,3.44
11-9032.00,Physics,1.41
11-9032.00,Chemistry,1.47
11-9032.00,Biology,1.59
11-9032.00,Psychology,3.53
11-9032.00,Sociology and Anthropology,2.8
11-9032.00,Geography,2.13
11-9032.00,Medicine and Dentistry,1.9
11-9032.00,Therapy and Counseling,2.82
11-9032.00,Education and Training,4.29
11-9032.00,English Language,4.5
11-9032.00,Foreign Language,1.99
11-9032.00,Fine Arts,2.2
11-9032.00,History and Archeology,2.38
11-9032.00,Philosophy and Theology,2.94
11-9032.00,Public Safety and Security,3.45
11-9032.00,Law and Government,3.87
11-9032.00,Telecommunications,2.18
11-9032.00,Communications and Media,2.78
11-9032.00,Transportation,2.21
11-9033.00,Administration and Management,4.16
11-9033.00,Clerical,3.27
11-9033.00,Economics and Accounting,2.68
11-9033.00,Sales and Marketing,2.85
11-9033.00,Customer and Personal Service,4.06
11-9033.00,Personnel and Human Resources,3.39
11-9033.00,Production and Processing,1.88
11-9033.00,Food Production,1.19
11-9033.00,Computers and Electronics,3.22
11-9033.00,Engineering and Technology,1.87
11-9033.00,Design,1.86
11-9033.00,Building and Construction,1.21
11-9033.00,Mechanical,1.18
11-9033.00,Mathematics,3.08
11-9033.00,Physics,1.42
11-9033.00,Chemistry,1.18
11-9033.00,Biology,1.5
11-9033.00,Psychology,3.06
11-9033.00,Sociology and Anthropology,2.43
11-9033.00,Geography,1.63
11-9033.00,Medicine and Dentistry,1.4
11-9033.00,Therapy and Counseling,2.87
11-9033.00,Education and Training,4.13
11-9033.00,English Language,4.33
11-9033.00,Foreign Language,1.61
11-9033.00,Fine Arts,1.58
11-9033.00,History and Archeology,1.63
11-9033.00,Philosophy and Theology,2.44
11-9033.00,Public Safety and Security,2.47
11-9033.00,Law and Government,2.83
11-9033.00,Telecommunications,1.96
11-9033.00,Communications and Media,3.2
11-9033.00,Transportation,1.74
11-9039.01,Administration and Management,4.05
11-9039.01,Clerical,3.14
11-9039.01,Economics and Accounting,2.59
11-9039.01,Sales and Marketing,2.82
11-9039.01,Customer and Personal Service,4.41
11-9039.01,Personnel and Human Resources,3.19
11-9039.01,Production and Processing,2.14
11-9039.01,Food Production,1.05
11-9039.01,Computers and Electronics,4.23
11-9039.01,Engineering and Technology,2.18
11-9039.01,Design,2.73
11-9039.01,Building and Construction,1.32
11-9039.01,Mechanical,1.5
11-9039.01,Mathematics,2.36
11-9039.01,Physics,1.18
11-9039.01,Chemistry,1.18
11-9039.01,Biology,1.09
11-9039.01,Psychology,2.55
11-9039.01,Sociology and Anthropology,2.36
11-9039.01,Geography,1.41
11-9039.01,Medicine and Dentistry,1.14
11-9039.01,Therapy and Counseling,1.55
11-9039.01,Education and Training,4.77
11-9039.01,English Language,4.14
11-9039.01,Foreign Language,1.55
11-9039.01,Fine Arts,1.5
11-9039.01,History and Archeology,1.32
11-9039.01,Philosophy and Theology,1.68
11-9039.01,Public Safety and Security,1.73
11-9039.01,Law and Government,1.95
11-9039.01,Telecommunications,3.36
11-9039.01,Communications and Media,4.23
11-9039.01,Transportation,1.36
11-9039.02,Administration and Management,3.88
11-9039.02,Clerical,2.67
11-9039.02,Economics and Accounting,2.75
11-9039.02,Sales and Marketing,3.46
11-9039.02,Customer and Personal Service,4.29
11-9039.02,Personnel and Human Resources,3.12
11-9039.02,Production and Processing,1.5
11-9039.02,Food Production,1.75
11-9039.02,Computers and Electronics,2.71
11-9039.02,Engineering and Technology,1.57
11-9039.02,Design,1.58
11-9039.02,Building and Construction,1.42
11-9039.02,Mechanical,1.57
11-9039.02,Mathematics,2.43
11-9039.02,Physics,1.74
11-9039.02,Chemistry,1.65
11-9039.02,Biology,2.71
11-9039.02,Psychology,3.62
11-9039.02,Sociology and Anthropology,2.67
11-9039.02,Geography,1.42
11-9039.02,Medicine and Dentistry,2.74
11-9039.02,Therapy and Counseling,2.71
11-9039.02,Education and Training,3.79
11-9039.02,English Language,3.92
11-9039.02,Foreign Language,1.42
11-9039.02,Fine Arts,1.5
11-9039.02,History and Archeology,1.33
11-9039.02,Philosophy and Theology,1.83
11-9039.02,Public Safety and Security,2.67
11-9039.02,Law and Government,2.29
11-9039.02,Telecommunications,2
11-9039.02,Communications and Media,3.17
11-9039.02,Transportation,1.79
11-9041.00,Administration and Management,3.99
11-9041.00,Clerical,2.94
11-9041.00,Economics and Accounting,2.81
11-9041.00,Sales and Marketing,2.69
11-9041.00,Customer and Personal Service,3.83
11-9041.00,Personnel and Human Resources,3.34
11-9041.00,Production and Processing,3.34
11-9041.00,Food Production,1.23
11-9041.00,Computers and Electronics,3.85
11-9041.00,Engineering and Technology,4.87
11-9041.00,Design,4.37
11-9041.00,Building and Construction,2.89
11-9041.00,Mechanical,3.26
11-9041.00,Mathematics,4.27
11-9041.00,Physics,3.45
11-9041.00,Chemistry,2.77
11-9041.00,Biology,2.16
11-9041.00,Psychology,2.74
11-9041.00,Sociology and Anthropology,1.86
11-9041.00,Geography,2.6
11-9041.00,Medicine and Dentistry,1.54
11-9041.00,Therapy and Counseling,1.63
11-9041.00,Education and Training,2.89
11-9041.00,English Language,3.89
11-9041.00,Foreign Language,1.56
11-9041.00,Fine Arts,1.55
11-9041.00,History and Archeology,1.51
11-9041.00,Philosophy and Theology,1.51
11-9041.00,Public Safety and Security,3.15
11-9041.00,Law and Government,3.18
11-9041.00,Telecommunications,2.71
11-9041.00,Communications and Media,2.67
11-9041.00,Transportation,2.52
11-9041.01,Administration and Management,3.07
11-9041.01,Clerical,2.47
11-9041.01,Economics and Accounting,2.3
11-9041.01,Sales and Marketing,2.29
11-9041.01,Customer and Personal Service,2.94
11-9041.01,Personnel and Human Resources,2.27
11-9041.01,Production and Processing,3.39
11-9041.01,Food Production,1.39
11-9041.01,Computers and Electronics,3.25
11-9041.01,Engineering and Technology,3.94
11-9041.01,Design,2.56
11-9041.01,Building and Construction,2.62
11-9041.01,Mechanical,3.21
11-9041.01,Mathematics,3.57
11-9041.01,Physics,2.85
11-9041.01,Chemistry,4.03
11-9041.01,Biology,2.68
11-9041.01,Psychology,1.63
11-9041.01,Sociology and Anthropology,1.26
11-9041.01,Geography,1.99
11-9041.01,Medicine and Dentistry,1.21
11-9041.01,Therapy and Counseling,1.22
11-9041.01,Education and Training,2.52
11-9041.01,English Language,4.07
11-9041.01,Foreign Language,1.15
11-9041.01,Fine Arts,1.02
11-9041.01,History and Archeology,1.05
11-9041.01,Philosophy and Theology,1.12
11-9041.01,Public Safety and Security,2.77
11-9041.01,Law and Government,2.2
11-9041.01,Telecommunications,1.68
11-9041.01,Communications and Media,2.28
11-9041.01,Transportation,2.14
11-9051.00,Administration and Management,4.38
11-9051.00,Clerical,3.27
11-9051.00,Economics and Accounting,3.08
11-9051.00,Sales and Marketing,3.33
11-9051.00,Customer and Personal Service,4.62
11-9051.00,Personnel and Human Resources,3.84
11-9051.00,Production and Processing,3.7
11-9051.00,Food Production,3.7
11-9051.00,Computers and Electronics,2.58
11-9051.00,Engineering and Technology,1.67
11-9051.00,Design,1.59
11-9051.00,Building and Construction,1.76
11-9051.00,Mechanical,2.2
11-9051.00,Mathematics,3.57
11-9051.00,Physics,1.35
11-9051.00,Chemistry,2.15
11-9051.00,Biology,1.58
11-9051.00,Psychology,2.93
11-9051.00,Sociology and Anthropology,1.94
11-9051.00,Geography,1.93
11-9051.00,Medicine and Dentistry,1.57
11-9051.00,Therapy and Counseling,2.37
11-9051.00,Education and Training,3.7
11-9051.00,English Language,3.97
11-9051.00,Foreign Language,2.31
11-9051.00,Fine Arts,1.34
11-9051.00,History and Archeology,1.64
11-9051.00,Philosophy and Theology,1.73
11-9051.00,Public Safety and Security,3.36
11-9051.00,Law and Government,2.56
11-9051.00,Telecommunications,2.26
11-9051.00,Communications and Media,2.7
11-9051.00,Transportation,2.65
11-9061.00,Administration and Management,4.04
11-9061.00,Clerical,3.55
11-9061.00,Economics and Accounting,3.05
11-9061.00,Sales and Marketing,2.91
11-9061.00,Customer and Personal Service,4.74
11-9061.00,Personnel and Human Resources,3.15
11-9061.00,Production and Processing,2.11
11-9061.00,Food Production,1
11-9061.00,Computers and Electronics,3.52
11-9061.00,Engineering and Technology,1.56
11-9061.00,Design,1.51
11-9061.00,Building and Construction,1.57
11-9061.00,Mechanical,1.65
11-9061.00,Mathematics,2.74
11-9061.00,Physics,1.31
11-9061.00,Chemistry,2.8
11-9061.00,Biology,2.45
11-9061.00,Psychology,3.36
11-9061.00,Sociology and Anthropology,2.82
11-9061.00,Geography,1.76
11-9061.00,Medicine and Dentistry,2.53
11-9061.00,Therapy and Counseling,2.75
11-9061.00,Education and Training,3.26
11-9061.00,English Language,3.93
11-9061.00,Foreign Language,1.44
11-9061.00,Fine Arts,1.14
11-9061.00,History and Archeology,1.91
11-9061.00,Philosophy and Theology,2.98
11-9061.00,Public Safety and Security,2.82
11-9061.00,Law and Government,2.94
11-9061.00,Telecommunications,1.77
11-9061.00,Communications and Media,2.44
11-9061.00,Transportation,2.32
11-9071.00,Administration and Management,4.05
11-9071.00,Clerical,3.31
11-9071.00,Economics and Accounting,3.19
11-9071.00,Sales and Marketing,3.19
11-9071.00,Customer and Personal Service,4.61
11-9071.00,Personnel and Human Resources,3.16
11-9071.00,Production and Processing,2.54
11-9071.00,Food Production,1.74
11-9071.00,Computers and Electronics,3.54
11-9071.00,Engineering and Technology,1.93
11-9071.00,Design,1.92
11-9071.00,Building and Construction,1.53
11-9071.00,Mechanical,2.18
11-9071.00,Mathematics,3.84
11-9071.00,Physics,1.35
11-9071.00,Chemistry,1.35
11-9071.00,Biology,1.17
11-9071.00,Psychology,2.95
11-9071.00,Sociology and Anthropology,2.29
11-9071.00,Geography,1.61
11-9071.00,Medicine and Dentistry,1.35
11-9071.00,Therapy and Counseling,1.8
11-9071.00,Education and Training,3.14
11-9071.00,English Language,3.56
11-9071.00,Foreign Language,1.96
11-9071.00,Fine Arts,1.21
11-9071.00,History and Archeology,1.46
